x [ft],Axial [lbf],Shear [lbf],Moment [lbf.ft],Deflection [m]
4.384,0,-138.446,-245.836,0.0
4.385,0,-138.475,-245.877,0.0
4.385,0,-138.505,-245.918,0.0
4.385,0,-138.535,-245.959,0.0
4.386,0,-138.564,-246.0,0.0
4.386,0,-138.594,-246.042,0.0
4.386,0,-138.624,-246.083,0.0
4.387,0,-138.653,-246.124,0.0
4.387,0,-138.683,-246.165,0.0
4.387,0,-138.713,-246.206,0.0
4.387,0,-138.742,-246.247,0.0
4.388,0,-138.772,-246.288,0.0
4.388,0,-138.801,-246.329,0.0
4.388,0,-138.831,-246.37,0.0
4.389,0,-138.861,-246.411,0.0
4.389,0,-138.89,-246.453,0.0
4.389,0,-138.92,-246.494,0.0
4.389,0,-138.95,-246.535,0.0
4.39,0,-138.979,-246.576,0.0
4.39,0,-139.009,-246.617,0.0
4.39,0,-139.038,-246.658,0.0
4.391,0,-139.068,-246.7,0.0
4.391,0,-139.098,-246.741,0.0
4.391,0,-139.127,-246.782,0.0
4.392,0,-139.157,-246.823,0.0
4.392,0,-139.187,-246.865,0.0
4.392,0,-139.216,-246.906,0.0
4.392,0,-139.246,-246.947,0.0
4.393,0,-139.276,-246.988,0.0
4.393,0,-139.305,-247.03,0.0
4.393,0,-139.335,-247.071,0.0
4.394,0,-139.364,-247.112,0.0
4.394,0,-139.394,-247.154,0.0
4.394,0,-139.424,-247.195,0.0
4.395,0,-139.453,-247.236,0.0
4.395,0,-139.483,-247.277,0.0
4.395,0,-139.513,-247.319,0.0
4.395,0,-139.542,-247.36,0.0
4.396,0,-139.572,-247.401,0.0
4.396,0,-139.601,-247.443,0.0
4.396,0,-139.631,-247.484,0.0
4.397,0,-139.661,-247.526,0.0
4.397,0,-139.69,-247.567,0.0
4.397,0,-139.72,-247.608,0.0
4.397,0,-139.75,-247.65,0.0
4.398,0,-139.779,-247.691,0.0
4.398,0,-139.809,-247.733,0.0
4.398,0,-139.839,-247.774,0.0
4.399,0,-139.868,-247.815,0.0
4.399,0,-139.898,-247.857,0.0
4.399,0,-139.927,-247.898,0.0
4.4,0,-139.957,-247.94,0.0
4.4,0,-139.987,-247.981,0.0
4.4,0,-140.016,-248.023,0.0
4.4,0,-140.046,-248.064,0.0
4.401,0,-140.076,-248.106,0.0
4.401,0,-140.105,-248.147,0.0
4.401,0,-140.135,-248.189,0.0
4.402,0,-140.164,-248.23,0.0
4.402,0,-140.194,-248.272,0.0
4.402,0,-140.224,-248.313,0.0
4.403,0,-140.253,-248.355,0.0
4.403,0,-140.283,-248.397,0.0
4.403,0,-140.313,-248.438,0.0
4.403,0,-140.342,-248.48,0.0
4.404,0,-140.372,-248.521,0.0
4.404,0,-140.401,-248.563,0.0
4.404,0,-140.431,-248.605,0.0
4.405,0,-140.461,-248.646,0.0
4.405,0,-140.49,-248.688,0.0
4.405,0,-140.52,-248.729,0.0
4.405,0,-140.55,-248.771,0.0
4.406,0,-140.579,-248.813,0.0
4.406,0,-140.609,-248.854,0.0
4.406,0,-140.639,-248.896,0.0
4.407,0,-140.668,-248.938,0.0
4.407,0,-140.698,-248.979,0.0
4.407,0,-140.727,-249.021,0.0
4.408,0,-140.757,-249.063,0.0
4.408,0,-140.787,-249.104,0.0
4.408,0,-140.816,-249.146,0.0
4.408,0,-140.846,-249.188,0.0
4.409,0,-140.876,-249.23,0.0
4.409,0,-140.905,-249.271,0.0
4.409,0,-140.935,-249.313,0.0
4.41,0,-140.964,-249.355,0.0
4.41,0,-140.994,-249.397,0.0
4.41,0,-141.024,-249.438,0.0
4.411,0,-141.053,-249.48,0.0
4.411,0,-141.083,-249.522,0.0
4.411,0,-141.113,-249.564,0.0
4.411,0,-141.142,-249.606,0.0
4.412,0,-141.172,-249.648,0.0
4.412,0,-141.202,-249.689,0.0
4.412,0,-141.231,-249.731,0.0
4.413,0,-141.261,-249.773,0.0
4.413,0,-141.29,-249.815,0.0
4.413,0,-141.32,-249.857,0.0
4.413,0,-141.35,-249.899,0.0
4.414,0,-141.379,-249.941,0.0
4.414,0,-141.409,-249.982,0.0
4.414,0,-141.439,-250.024,0.0
4.415,0,-141.468,-250.066,0.0
4.415,0,-141.498,-250.108,0.0
4.415,0,-141.527,-250.15,0.0
4.416,0,-141.557,-250.192,0.0
4.416,0,-141.587,-250.234,0.0
4.416,0,-141.616,-250.276,0.0
4.416,0,-141.646,-250.318,0.0
4.417,0,-141.676,-250.36,0.0
4.417,0,-141.705,-250.402,0.0
4.417,0,-141.735,-250.444,0.0
4.418,0,-141.765,-250.486,0.0
4.418,0,-141.794,-250.528,0.0
4.418,0,-141.824,-250.57,0.0
4.419,0,-141.853,-250.612,0.0
4.419,0,-141.883,-250.654,0.0
4.419,0,-141.913,-250.696,0.0
4.419,0,-141.942,-250.738,0.0
4.42,0,-141.972,-250.78,0.0
4.42,0,-142.002,-250.822,0.0
4.42,0,-142.031,-250.864,0.0
4.421,0,-142.061,-250.906,0.0
4.421,0,-142.09,-250.948,0.0
4.421,0,-142.12,-250.991,0.0
4.421,0,-142.15,-251.033,0.0
4.422,0,-142.179,-251.075,0.0
4.422,0,-142.209,-251.117,0.0
4.422,0,-142.239,-251.159,0.0
4.423,0,-142.268,-251.201,0.0
4.423,0,-142.298,-251.243,0.0
4.423,0,-142.327,-251.286,0.0
4.424,0,-142.357,-251.328,0.0
4.424,0,-142.387,-251.37,0.0
4.424,0,-142.416,-251.412,0.0
4.424,0,-142.446,-251.454,0.0
4.425,0,-142.476,-251.497,0.0
4.425,0,-142.505,-251.539,0.0
4.425,0,-142.535,-251.581,0.0
4.426,0,-142.565,-251.623,0.0
4.426,0,-142.594,-251.665,0.0
4.426,0,-142.624,-251.708,0.0
4.427,0,-142.653,-251.75,0.0
4.427,0,-142.683,-251.792,0.0
4.427,0,-142.713,-251.835,0.0
4.427,0,-142.742,-251.877,0.0
4.428,0,-142.772,-251.919,0.0
4.428,0,-142.802,-251.961,0.0
4.428,0,-142.831,-252.004,0.0
4.429,0,-142.861,-252.046,0.0
4.429,0,-142.89,-252.088,0.0
4.429,0,-142.92,-252.131,0.0
4.429,0,-142.95,-252.173,0.0
4.43,0,-142.979,-252.216,0.0
4.43,0,-143.009,-252.258,0.0
4.43,0,-143.039,-252.3,0.0
4.431,0,-143.068,-252.343,0.0
4.431,0,-143.098,-252.385,0.0
4.431,0,-143.128,-252.427,0.0
4.432,0,-143.157,-252.47,0.0
4.432,0,-143.187,-252.512,0.0
4.432,0,-143.216,-252.555,0.0
4.432,0,-143.246,-252.597,0.0
4.433,0,-143.276,-252.64,0.0
4.433,0,-143.305,-252.682,0.0
4.433,0,-143.335,-252.725,0.0
4.434,0,-143.365,-252.767,0.0
4.434,0,-143.394,-252.809,0.0
4.434,0,-143.424,-252.852,0.0
4.435,0,-143.453,-252.894,0.0
4.435,0,-143.483,-252.937,0.0
4.435,0,-143.513,-252.98,0.0
4.435,0,-143.542,-253.022,0.0
4.436,0,-143.572,-253.065,0.0
4.436,0,-143.602,-253.107,0.0
4.436,0,-143.631,-253.15,0.0
4.437,0,-143.661,-253.192,0.0
4.437,0,-143.691,-253.235,0.0
4.437,0,-143.72,-253.277,0.0
4.437,0,-143.75,-253.32,0.0
4.438,0,-143.779,-253.363,0.0
4.438,0,-143.809,-253.405,0.0
4.438,0,-143.839,-253.448,0.0
4.439,0,-143.868,-253.49,0.0
4.439,0,-143.898,-253.533,0.0
4.439,0,-143.928,-253.576,0.0
4.44,0,-143.957,-253.618,0.0
4.44,0,-143.987,-253.661,0.0
4.44,0,-144.016,-253.704,0.0
4.44,0,-144.046,-253.746,0.0
4.441,0,-144.076,-253.789,0.0
4.441,0,-144.105,-253.832,0.0
4.441,0,-144.135,-253.874,0.0
4.442,0,-144.165,-253.917,0.0
4.442,0,-144.194,-253.96,0.0
4.442,0,-144.224,-254.003,0.0
4.443,0,-144.253,-254.045,0.0
4.443,0,-144.283,-254.088,0.0
4.443,0,-144.313,-254.131,0.0
4.443,0,-144.342,-254.174,0.0
4.444,0,-144.372,-254.216,0.0
4.444,0,-144.402,-254.259,0.0
4.444,0,-144.431,-254.302,0.0
4.445,0,-144.461,-254.345,0.0
4.445,0,-144.491,-254.388,0.0
4.445,0,-144.52,-254.43,0.0
4.445,0,-144.55,-254.473,0.0
4.446,0,-144.579,-254.516,0.0
4.446,0,-144.609,-254.559,0.0
4.446,0,-144.639,-254.602,0.0
4.447,0,-144.668,-254.645,0.0
4.447,0,-144.698,-254.687,0.0
4.447,0,-144.728,-254.73,0.0
4.448,0,-144.757,-254.773,0.0
4.448,0,-144.787,-254.816,0.0
4.448,0,-144.816,-254.859,0.0
4.448,0,-144.846,-254.902,0.0
4.449,0,-144.876,-254.945,0.0
4.449,0,-144.905,-254.988,0.0
4.449,0,-144.935,-255.031,0.0
4.45,0,-144.965,-255.074,0.0
4.45,0,-144.994,-255.117,0.0
4.45,0,-145.024,-255.16,0.0
4.451,0,-145.054,-255.203,0.0
4.451,0,-145.083,-255.246,0.0
4.451,0,-145.113,-255.289,0.0
4.451,0,-145.142,-255.332,0.0
4.452,0,-145.172,-255.375,0.0
4.452,0,-145.202,-255.418,0.0
4.452,0,-145.231,-255.461,0.0
4.453,0,-145.261,-255.504,0.0
4.453,0,-145.291,-255.547,0.0
4.453,0,-145.32,-255.59,0.0
4.453,0,-145.35,-255.633,0.0
4.454,0,-145.379,-255.676,0.0
4.454,0,-145.409,-255.719,0.0
4.454,0,-145.439,-255.762,0.0
4.455,0,-145.468,-255.805,0.0
4.455,0,-145.498,-255.848,0.0
4.455,0,-145.528,-255.891,0.0
4.456,0,-145.557,-255.935,0.0
4.456,0,-145.587,-255.978,0.0
4.456,0,-145.617,-256.021,0.0
4.456,0,-145.646,-256.064,0.0
4.457,0,-145.676,-256.107,0.0
4.457,0,-145.705,-256.15,0.0
4.457,0,-145.735,-256.193,0.0
4.458,0,-145.765,-256.237,0.0
4.458,0,-145.794,-256.28,0.0
4.458,0,-145.824,-256.323,0.0
4.459,0,-145.854,-256.366,0.0
4.459,0,-145.883,-256.41,0.0
4.459,0,-145.913,-256.453,0.0
4.459,0,-145.942,-256.496,0.0
4.46,0,-145.972,-256.539,0.0
4.46,0,-146.002,-256.582,0.0
4.46,0,-146.031,-256.626,0.0
4.461,0,-146.061,-256.669,0.0
4.461,0,-146.091,-256.712,0.0
4.461,0,-146.12,-256.756,0.0
4.461,0,-146.15,-256.799,0.0
4.462,0,-146.179,-256.842,0.0
4.462,0,-146.209,-256.886,0.0
4.462,0,-146.239,-256.929,0.0
4.463,0,-146.268,-256.972,0.0
4.463,0,-146.298,-257.016,0.0
4.463,0,-146.328,-257.059,0.0
4.464,0,-146.357,-257.102,0.0
4.464,0,-146.387,-257.146,0.0
4.464,0,-146.417,-257.189,0.0
4.464,0,-146.446,-257.232,0.0
4.465,0,-146.476,-257.276,0.0
4.465,0,-146.505,-257.319,0.0
4.465,0,-146.535,-257.363,0.0
4.466,0,-146.565,-257.406,0.0
4.466,0,-146.594,-257.449,0.0
4.466,0,-146.624,-257.493,0.0
4.467,0,-146.654,-257.536,0.0
4.467,0,-146.683,-257.58,0.0
4.467,0,-146.713,-257.623,0.0
4.467,0,-146.742,-257.667,0.0
4.468,0,-146.772,-257.71,0.0
4.468,0,-146.802,-257.754,0.0
4.468,0,-146.831,-257.797,0.0
4.469,0,-146.861,-257.841,0.0
4.469,0,-146.891,-257.884,0.0
4.469,0,-146.92,-257.928,0.0
4.469,0,-146.95,-257.971,0.0
4.47,0,-146.98,-258.015,0.0
4.47,0,-147.009,-258.058,0.0
4.47,0,-147.039,-258.102,0.0
4.471,0,-147.068,-258.146,0.0
4.471,0,-147.098,-258.189,0.0
4.471,0,-147.128,-258.233,0.0
4.472,0,-147.157,-258.276,0.0
4.472,0,-147.187,-258.32,0.0
4.472,0,-147.217,-258.364,0.0
4.472,0,-147.246,-258.407,0.0
4.473,0,-147.276,-258.451,0.0
4.473,0,-147.305,-258.494,0.0
4.473,0,-147.335,-258.538,0.0
4.474,0,-147.365,-258.582,0.0
4.474,0,-147.394,-258.625,0.0
4.474,0,-147.424,-258.669,0.0
4.475,0,-147.454,-258.713,0.0
4.475,0,-147.483,-258.757,0.0
4.475,0,-147.513,-258.8,0.0
4.475,0,-147.543,-258.844,0.0
4.476,0,-147.572,-258.888,0.0
4.476,0,-147.602,-258.931,0.0
4.476,0,-147.631,-258.975,0.0
4.477,0,-147.661,-259.019,0.0
4.477,0,-147.691,-259.063,0.0
4.477,0,-147.72,-259.106,0.0
4.477,0,-147.75,-259.15,0.0
4.478,0,-147.78,-259.194,0.0
4.478,0,-147.809,-259.238,0.0
4.478,0,-147.839,-259.282,0.0
4.479,0,-147.868,-259.325,0.0
4.479,0,-147.898,-259.369,0.0
4.479,0,-147.928,-259.413,0.0
4.48,0,-147.957,-259.457,0.0
4.48,0,-147.987,-259.501,0.0
4.48,0,-148.017,-259.545,0.0
4.48,0,-148.046,-259.588,0.0
4.481,0,-148.076,-259.632,0.0
4.481,0,-148.105,-259.676,0.0
4.481,0,-148.135,-259.72,0.0
4.482,0,-148.165,-259.764,0.0
4.482,0,-148.194,-259.808,0.0
4.482,0,-148.224,-259.852,0.0
4.483,0,-148.254,-259.896,0.0
4.483,0,-148.283,-259.94,0.0
4.483,0,-148.313,-259.984,0.0
4.483,0,-148.343,-260.028,0.0
4.484,0,-148.372,-260.071,0.0
4.484,0,-148.402,-260.115,0.0
4.484,0,-148.431,-260.159,0.0
4.485,0,-148.461,-260.203,0.0
4.485,0,-148.491,-260.247,0.0
4.485,0,-148.52,-260.291,0.0
4.485,0,-148.55,-260.335,0.0
4.486,0,-148.58,-260.379,0.0
4.486,0,-148.609,-260.423,0.0
4.486,0,-148.639,-260.468,0.0
4.487,0,-148.668,-260.512,0.0
4.487,0,-148.698,-260.556,0.0
4.487,0,-148.728,-260.6,0.0
4.488,0,-148.757,-260.644,0.0
4.488,0,-148.787,-260.688,0.0
4.488,0,-148.817,-260.732,0.0
4.488,0,-148.846,-260.776,0.0
4.489,0,-148.876,-260.82,0.0
4.489,0,-148.906,-260.864,0.0
4.489,0,-148.935,-260.908,0.0
4.49,0,-148.965,-260.953,0.0
4.49,0,-148.994,-260.997,0.0
4.49,0,-149.024,-261.041,0.0
4.491,0,-149.054,-261.085,0.0
4.491,0,-149.083,-261.129,0.0
4.491,0,-149.113,-261.173,0.0
4.491,0,-149.143,-261.218,0.0
4.492,0,-149.172,-261.262,0.0
4.492,0,-149.202,-261.306,0.0
4.492,0,-149.231,-261.35,0.0
4.493,0,-149.261,-261.394,0.0
4.493,0,-149.291,-261.439,0.0
4.493,0,-149.32,-261.483,0.0
4.493,0,-149.35,-261.527,0.0
4.494,0,-149.38,-261.571,0.0
4.494,0,-149.409,-261.616,0.0
4.494,0,-149.439,-261.66,0.0
4.495,0,-149.468,-261.704,0.0
4.495,0,-149.498,-261.748,0.0
4.495,0,-149.528,-261.793,0.0
4.496,0,-149.557,-261.837,0.0
4.496,0,-149.587,-261.881,0.0
4.496,0,-149.617,-261.926,0.0
4.496,0,-149.646,-261.97,0.0
4.497,0,-149.676,-262.014,0.0
4.497,0,-149.706,-262.059,0.0
4.497,0,-149.735,-262.103,0.0
4.498,0,-149.765,-262.147,0.0
4.498,0,-149.794,-262.192,0.0
4.498,0,-149.824,-262.236,0.0
4.499,0,-149.854,-262.281,0.0
4.499,0,-149.883,-262.325,0.0
4.499,0,-149.913,-262.369,0.0
4.499,0,-149.943,-262.414,0.0
4.5,0,-149.972,-262.458,0.0
4.5,0,-150.002,-262.503,0.0
4.5,0,-150.031,-262.547,0.0
4.501,0,-150.061,-262.592,0.0
4.501,0,-150.091,-262.636,0.0
4.501,0,-150.12,-262.681,0.0
4.502,0,-150.15,-262.725,0.0
4.502,0,-150.18,-262.77,0.0
4.502,0,-150.209,-262.814,0.0
4.502,0,-150.239,-262.859,0.0
4.503,0,-150.269,-262.903,0.0
4.503,0,-150.298,-262.948,0.0
4.503,0,-150.328,-262.992,0.0
4.504,0,-150.357,-263.037,0.0
4.504,0,-150.387,-263.081,0.0
4.504,0,-150.417,-263.126,0.0
4.504,0,-150.446,-263.17,0.0
4.505,0,-150.476,-263.215,0.0
4.505,0,-150.506,-263.26,0.0
4.505,0,-150.535,-263.304,0.0
4.506,0,-150.565,-263.349,0.0
4.506,0,-150.594,-263.393,0.0
4.506,0,-150.624,-263.438,0.0
4.507,0,-150.654,-263.483,0.0
4.507,0,-150.683,-263.527,0.0
4.507,0,-150.713,-263.572,0.0
4.507,0,-150.743,-263.617,0.0
4.508,0,-150.772,-263.661,0.0
4.508,0,-150.802,-263.706,0.0
4.508,0,-150.832,-263.751,0.0
4.509,0,-150.861,-263.795,0.0
4.509,0,-150.891,-263.84,0.0
4.509,0,-150.92,-263.885,0.0
4.51,0,-150.95,-263.93,0.0
4.51,0,-150.98,-263.974,0.0
4.51,0,-151.009,-264.019,0.0
4.51,0,-151.039,-264.064,0.0
4.511,0,-151.069,-264.109,0.0
4.511,0,-151.098,-264.153,0.0
4.511,0,-151.128,-264.198,0.0
4.512,0,-151.157,-264.243,0.0
4.512,0,-151.187,-264.288,0.0
4.512,0,-151.217,-264.332,0.0
4.512,0,-151.246,-264.377,0.0
4.513,0,-151.276,-264.422,0.0
4.513,0,-151.306,-264.467,0.0
4.513,0,-151.335,-264.512,0.0
4.514,0,-151.365,-264.557,0.0
4.514,0,-151.394,-264.601,0.0
4.514,0,-151.424,-264.646,0.0
4.515,0,-151.454,-264.691,0.0
4.515,0,-151.483,-264.736,0.0
4.515,0,-151.513,-264.781,0.0
4.515,0,-151.543,-264.826,0.0
4.516,0,-151.572,-264.871,0.0
4.516,0,-151.602,-264.916,0.0
4.516,0,-151.632,-264.961,0.0
4.517,0,-151.661,-265.006,0.0
4.517,0,-151.691,-265.05,0.0
4.517,0,-151.72,-265.095,0.0
4.518,0,-151.75,-265.14,0.0
4.518,0,-151.78,-265.185,0.0
4.518,0,-151.809,-265.23,0.0
4.518,0,-151.839,-265.275,0.0
4.519,0,-151.869,-265.32,0.0
4.519,0,-151.898,-265.365,0.0
4.519,0,-151.928,-265.41,0.0
4.52,0,-151.957,-265.455,0.0
4.52,0,-151.987,-265.5,0.0
4.52,0,-152.017,-265.545,0.0
4.52,0,-152.046,-265.59,0.0
4.521,0,-152.076,-265.636,0.0
4.521,0,-152.106,-265.681,0.0
4.521,0,-152.135,-265.726,0.0
4.522,0,-152.165,-265.771,0.0
4.522,0,-152.195,-265.816,0.0
4.522,0,-152.224,-265.861,0.0
4.523,0,-152.254,-265.906,0.0
4.523,0,-152.283,-265.951,0.0
4.523,0,-152.313,-265.996,0.0
4.523,0,-152.343,-266.041,0.0
4.524,0,-152.372,-266.087,0.0
4.524,0,-152.402,-266.132,0.0
4.524,0,-152.432,-266.177,0.0
4.525,0,-152.461,-266.222,0.0
4.525,0,-152.491,-266.267,0.0
4.525,0,-152.52,-266.312,0.0
4.526,0,-152.55,-266.358,0.0
4.526,0,-152.58,-266.403,0.0
4.526,0,-152.609,-266.448,0.0
4.526,0,-152.639,-266.493,0.0
4.527,0,-152.669,-266.539,0.0
4.527,0,-152.698,-266.584,0.0
4.527,0,-152.728,-266.629,0.0
4.528,0,-152.758,-266.674,0.0
4.528,0,-152.787,-266.72,0.0
4.528,0,-152.817,-266.765,0.0
4.528,0,-152.846,-266.81,0.0
4.529,0,-152.876,-266.855,0.0
4.529,0,-152.906,-266.901,0.0
4.529,0,-152.935,-266.946,0.0
4.53,0,-152.965,-266.991,0.0
4.53,0,-152.995,-267.037,0.0
4.53,0,-153.024,-267.082,0.0
4.531,0,-153.054,-267.127,0.0
4.531,0,-153.083,-267.173,0.0
4.531,0,-153.113,-267.218,0.0
4.531,0,-153.143,-267.263,0.0
4.532,0,-153.172,-267.309,0.0
4.532,0,-153.202,-267.354,0.0
4.532,0,-153.232,-267.4,0.0
4.533,0,-153.261,-267.445,0.0
4.533,0,-153.291,-267.49,0.0
4.533,0,-153.32,-267.536,0.0
4.534,0,-153.35,-267.581,0.0
4.534,0,-153.38,-267.627,0.0
4.534,0,-153.409,-267.672,0.0
4.534,0,-153.439,-267.718,0.0
4.535,0,-153.469,-267.763,0.0
4.535,0,-153.498,-267.809,0.0
4.535,0,-153.528,-267.854,0.0
4.536,0,-153.558,-267.9,0.0
4.536,0,-153.587,-267.945,0.0
4.536,0,-153.617,-267.991,0.0
4.536,0,-153.646,-268.036,0.0
4.537,0,-153.676,-268.082,0.0
4.537,0,-153.706,-268.127,0.0
4.537,0,-153.735,-268.173,0.0
4.538,0,-153.765,-268.218,0.0
4.538,0,-153.795,-268.264,0.0
4.538,0,-153.824,-268.309,0.0
4.539,0,-153.854,-268.355,0.0
4.539,0,-153.883,-268.401,0.0
4.539,0,-153.913,-268.446,0.0
4.539,0,-153.943,-268.492,0.0
4.54,0,-153.972,-268.537,0.0
4.54,0,-154.002,-268.583,0.0
4.54,0,-154.032,-268.629,0.0
4.541,0,-154.061,-268.674,0.0
4.541,0,-154.091,-268.72,0.0
4.541,0,-154.121,-268.766,0.0
4.542,0,-154.15,-268.811,0.0
4.542,0,-154.18,-268.857,0.0
4.542,0,-154.209,-268.903,0.0
4.542,0,-154.239,-268.948,0.0
4.543,0,-154.269,-268.994,0.0
4.543,0,-154.298,-269.04,0.0
4.543,0,-154.328,-269.086,0.0
4.544,0,-154.358,-269.131,0.0
4.544,0,-154.387,-269.177,0.0
4.544,0,-154.417,-269.223,0.0
4.544,0,-154.446,-269.269,0.0
4.545,0,-154.476,-269.314,0.0
4.545,0,-154.506,-269.36,0.0
4.545,0,-154.535,-269.406,0.0
4.546,0,-154.565,-269.452,0.0
4.546,0,-154.595,-269.497,0.0
4.546,0,-154.624,-269.543,0.0
4.547,0,-154.654,-269.589,0.0
4.547,0,-154.684,-269.635,0.0
4.547,0,-154.713,-269.681,0.0
4.547,0,-154.743,-269.727,0.0
4.548,0,-154.772,-269.772,0.0
4.548,0,-154.802,-269.818,0.0
4.548,0,-154.832,-269.864,0.0
4.549,0,-154.861,-269.91,0.0
4.549,0,-154.891,-269.956,0.0
4.549,0,-154.921,-270.002,0.0
4.55,0,-154.95,-270.048,0.0
4.55,0,-154.98,-270.094,0.0
4.55,0,-155.009,-270.14,0.0
4.55,0,-155.039,-270.186,0.0
4.551,0,-155.069,-270.232,0.0
4.551,0,-155.098,-270.277,0.0
4.551,0,-155.128,-270.323,0.0
4.552,0,-155.158,-270.369,0.0
4.552,0,-155.187,-270.415,0.0
4.552,0,-155.217,-270.461,0.0
4.552,0,-155.246,-270.507,0.0
4.553,0,-155.276,-270.553,0.0
4.553,0,-155.306,-270.599,0.0
4.553,0,-155.335,-270.645,0.0
4.554,0,-155.365,-270.691,0.0
4.554,0,-155.395,-270.737,0.0
4.554,0,-155.424,-270.784,0.0
4.555,0,-155.454,-270.83,0.0
4.555,0,-155.484,-270.876,0.0
4.555,0,-155.513,-270.922,0.0
4.555,0,-155.543,-270.968,0.0
4.556,0,-155.572,-271.014,0.0
4.556,0,-155.602,-271.06,0.0
4.556,0,-155.632,-271.106,0.0
4.557,0,-155.661,-271.152,0.0
4.557,0,-155.691,-271.198,0.0
4.557,0,-155.721,-271.244,0.0
4.558,0,-155.75,-271.291,0.0
4.558,0,-155.78,-271.337,0.0
4.558,0,-155.809,-271.383,0.0
4.558,0,-155.839,-271.429,0.0
4.559,0,-155.869,-271.475,0.0
4.559,0,-155.898,-271.522,0.0
4.559,0,-155.928,-271.568,0.0
4.56,0,-155.958,-271.614,0.0
4.56,0,-155.987,-271.66,0.0
4.56,0,-156.017,-271.706,0.0
4.56,0,-156.047,-271.753,0.0
4.561,0,-156.076,-271.799,0.0
4.561,0,-156.106,-271.845,0.0
4.561,0,-156.135,-271.891,0.0
4.562,0,-156.165,-271.938,0.0
4.562,0,-156.195,-271.984,0.0
4.562,0,-156.224,-272.03,0.0
4.563,0,-156.254,-272.076,0.0
4.563,0,-156.284,-272.123,0.0
4.563,0,-156.313,-272.169,0.0
4.563,0,-156.343,-272.215,0.0
4.564,0,-156.372,-272.262,0.0
4.564,0,-156.402,-272.308,0.0
4.564,0,-156.432,-272.354,0.0
4.565,0,-156.461,-272.401,0.0
4.565,0,-156.491,-272.447,0.0
4.565,0,-156.521,-272.494,0.0
4.566,0,-156.55,-272.54,0.0
4.566,0,-156.58,-272.586,0.0
4.566,0,-156.61,-272.633,0.0
4.566,0,-156.639,-272.679,0.0
4.567,0,-156.669,-272.726,0.0
4.567,0,-156.698,-272.772,0.0
4.567,0,-156.728,-272.818,0.0
4.568,0,-156.758,-272.865,0.0
4.568,0,-156.787,-272.911,0.0
4.568,0,-156.817,-272.958,0.0
4.568,0,-156.847,-273.004,0.0
4.569,0,-156.876,-273.051,0.0
4.569,0,-156.906,-273.097,0.0
4.569,0,-156.935,-273.144,0.0
4.57,0,-156.965,-273.19,0.0
4.57,0,-156.995,-273.237,0.0
4.57,0,-157.024,-273.283,0.0
4.571,0,-157.054,-273.33,0.0
4.571,0,-157.084,-273.376,0.0
4.571,0,-157.113,-273.423,0.0
4.571,0,-157.143,-273.469,0.0
4.572,0,-157.172,-273.516,0.0
4.572,0,-157.202,-273.563,0.0
4.572,0,-157.232,-273.609,0.0
4.573,0,-157.261,-273.656,0.0
4.573,0,-157.291,-273.702,0.0
4.573,0,-157.321,-273.749,0.0
4.574,0,-157.35,-273.796,0.0
4.574,0,-157.38,-273.842,0.0
4.574,0,-157.41,-273.889,0.0
4.574,0,-157.439,-273.935,0.0
4.575,0,-157.469,-273.982,0.0
4.575,0,-157.498,-274.029,0.0
4.575,0,-157.528,-274.075,0.0
4.576,0,-157.558,-274.122,0.0
4.576,0,-157.587,-274.169,0.0
4.576,0,-157.617,-274.216,0.0
4.576,0,-157.647,-274.262,0.0
4.577,0,-157.676,-274.309,0.0
4.577,0,-157.706,-274.356,0.0
4.577,0,-157.735,-274.402,0.0
4.578,0,-157.765,-274.449,0.0
4.578,0,-157.795,-274.496,0.0
4.578,0,-157.824,-274.543,0.0
4.579,0,-157.854,-274.589,0.0
4.579,0,-157.884,-274.636,0.0
4.579,0,-157.913,-274.683,0.0
4.579,0,-157.943,-274.73,0.0
4.58,0,-157.973,-274.777,0.0
4.58,0,-158.002,-274.823,0.0
4.58,0,-158.032,-274.87,0.0
4.581,0,-158.061,-274.917,0.0
4.581,0,-158.091,-274.964,0.0
4.581,0,-158.121,-275.011,0.0
4.582,0,-158.15,-275.058,0.0
4.582,0,-158.18,-275.104,0.0
4.582,0,-158.21,-275.151,0.0
4.582,0,-158.239,-275.198,0.0
4.583,0,-158.269,-275.245,0.0
4.583,0,-158.298,-275.292,0.0
4.583,0,-158.328,-275.339,0.0
4.584,0,-158.358,-275.386,0.0
4.584,0,-158.387,-275.433,0.0
4.584,0,-158.417,-275.48,0.0
4.584,0,-158.447,-275.527,0.0
4.585,0,-158.476,-275.574,0.0
4.585,0,-158.506,-275.621,0.0
4.585,0,-158.536,-275.668,0.0
4.586,0,-158.565,-275.715,0.0
4.586,0,-158.595,-275.761,0.0
4.586,0,-158.624,-275.808,0.0
4.587,0,-158.654,-275.855,0.0
4.587,0,-158.684,-275.903,0.0
4.587,0,-158.713,-275.95,0.0
4.587,0,-158.743,-275.997,0.0
4.588,0,-158.773,-276.044,0.0
4.588,0,-158.802,-276.091,0.0
4.588,0,-158.832,-276.138,0.0
4.589,0,-158.861,-276.185,0.0
4.589,0,-158.891,-276.232,0.0
4.589,0,-158.921,-276.279,0.0
4.59,0,-158.95,-276.326,0.0
4.59,0,-158.98,-276.373,0.0
4.59,0,-159.01,-276.42,0.0
4.59,0,-159.039,-276.467,0.0
4.591,0,-159.069,-276.515,0.0
4.591,0,-159.098,-276.562,0.0
